ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト,塗布材料
SC0005555,500m,製造,YC-08,27.22,50.1,0.9,120.05,122.05,1020.1,164,0.01013,89.02,False,A
SC0005556,1200m,製造,YC-08,28.91,50.9,0.9,120.0,122.09,1020.8,1454,0.01115,89.07,False,A
SC0005557,1000m,製造,YC-08,28.82,50.9,0.9,120.24,122.34,1020.4,1385,0.01137,89.09,False,A
SC0005558,1000m,試作品,YC-08,27.46,50.2,0.9,120.09,122.05,1020.1,301,0.01018,89.01,False,A
SC0005559,300m,製造,YC-08,29.18,51.0,0.9,120.11,122.07,1020.1,1662,0.01181,89.08,False,A
SC0005560,1500m,製造,YC-08,29.27,51.1,0.9,120.05,122.04,1020.2,1732,0.01206,89.08,False,A
SC0005561,1000m,製造,YC-08,27.59,50.3,0.9,120.05,122.05,1020.2,448,0.01076,89.1,False,A
SC0005562,1200m,製造,YC-08,28.45,50.7,0.9,120.01,122.0,1020.0,1107,0.01088,89.04,True,A
SC0005563,1200m,製造,YC-08,30.02,51.1,0.9,120.0,122.26,1020.6,1726,0.01274,89.06,False,A
SC0005564,1200m,製造,YC-08,27.55,50.3,0.9,120.06,122.03,1020.1,413,0.01078,89.08,False,A
SC0005565,30m,製造,YC-08,27.91,50.4,0.9,120.0,122.52,1020.8,691,0.01055,89.08,False,A
SC0005566,1200m,製造,YC-08,27.96,50.5,0.9,120.0,122.07,1020.2,830,0.01074,89.06,False,A
SC0005567,1200m,製造,YC-08,27.2,50.1,0.9,120.38,122.19,1021.0,830,0.01074,89.07,False,A
SC0005568,100m,研究所テスト,YC-08,28.78,50.8,0.9,120.02,122.02,1020.1,1357,0.01121,89.04,False,A
SC0005569,1200m,製造,YC-08,27.91,50.4,0.9,120.14,122.06,1020.1,691,0.01048,89.06,False,A
SC0005570,100m,研究所テスト,YC-08,29.54,50.9,0.9,120.25,122.25,1020.6,1454,0.01115,89.07,False,A
SC0005571,500m,製造,YC-08,27.16,50.2,0.9,120.0,122.05,1020.5,358,0.01089,89.1,False,A
SC0005572,1000m,製造,YC-08,27.91,50.4,0.9,120.09,122.07,1020.1,691,0.01027,89.05,False,A
SC0005573,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.05,1020.1,694,0.01035,89.02,False,A
SC0005574,500m,製造,YC-08,27.4,50.8,0.9,120.1,122.19,1020.3,1246,0.01136,89.04,False,A
SC0005575,1500m,製造,YC-08,28.09,50.5,0.9,120.09,122.09,1020.2,830,0.01082,89.03,False,A
SC0005576,1000m,製造,YC-08,28.09,50.5,0.9,120.05,122.05,1020.2,830,0.01091,89.06,False,A
SC0005577,1500m,製造,YC-08,27.2,50.1,0.9,120.0,122.04,1020.1,150,0.01014,89.03,False,A
SC0005578,1500m,製造,YC-08,28.36,50.6,0.9,120.04,122.01,1020.1,1038,0.01165,89.05,True,A
SC0005579,500m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.0,691,0.01021,89.07,False,A
SC0005580,1200m,製造,YC-08,28.2,50.5,0.9,120.0,122.0,1020.1,734,0.01102,89.03,False,A
SC0005581,500m,試作品,YC-08,28.66,50.8,0.9,120.02,122.03,1020.1,1262,0.01125,89.03,False,A
SC0005582,1000m,製造,YC-08,29.31,50.9,0.9,120.06,122.06,1020.2,1385,0.01179,89.25,False,A
SC0005583,1500m,研究所テスト,YC-08,29.99,51.2,0.9,120.02,122.04,1020.2,2426,0.01577,89.09,True,A
SC0005584,300m,製造,YC-08,28.49,51.3,0.9,121.01,122.13,1021.3,2079,0.01247,89.19,True,A
SC0005585,1500m,製造,YC-08,28.82,50.9,0.9,120.05,122.01,1020.2,1385,0.01206,89.04,False,A
SC0005586,1200m,製造,YC-08,28.19,50.6,0.9,120.3,122.18,1021.8,1246,0.01185,89.09,False,A
SC0005587,1200m,製造,YC-08,27.14,50.1,0.9,120.05,122.01,1020.2,101,0.01016,89.02,False,A
SC0005588,300m,製造,YC-08,29.62,51.2,0.9,120.05,122.01,1020.3,1995,0.01297,89.09,False,A
SC0005589,1000m,試作品,YC-08,28.45,50.7,0.9,120.0,122.02,1020.1,1107,0.01198,89.05,False,A
SC0005590,1200m,製造,YC-08,27.08,50.2,0.9,120.14,122.29,1020.9,413,0.01058,89.05,False,A
SC0005591,1200m,製造,YC-08,28.45,50.7,0.9,120.0,122.16,1020.5,1107,0.01099,89.1,False,A
SC0005592,1500m,製造,YC-08,28.73,50.8,0.9,120.05,122.09,1020.3,1315,0.01196,89.05,False,A
SC0005593,1000m,製造,YC-08,27.42,50.2,0.9,120.0,122.03,1020.1,340,0.01027,89.05,False,A
SC0005594,1500m,製造,YC-08,27.27,50.1,0.9,120.0,122.09,1020.2,205,0.01021,89.06,False,A
SC0005595,1000m,製造,YC-08,27.22,50.3,0.9,120.14,122.05,1020.3,552,0.01071,89.07,False,A
SC0005596,500m,製造,YC-08,27.91,50.4,0.9,120.0,122.06,1020.1,691,0.01048,89.08,False,A
SC0005597,1000m,製造,YC-08,27.26,50.6,0.9,120.09,122.04,1020.6,1107,0.01198,89.08,False,A
SC0005598,1500m,製造,YC-08,29.18,51.0,0.9,120.0,122.01,1020.1,1662,0.01214,89.17,False,A
SC0005599,100m,研究所テスト,YC-08,29.59,51.3,0.9,120.01,122.02,1020.1,2169,0.01215,89.06,False,A
SC0005600,1200m,製造,YC-08,28.33,50.5,0.9,120.0,122.26,1020.7,497,0.01084,89.04,False,A
SC0005601,1200m,製造,YC-08,28.22,50.5,0.9,120.0,122.0,1020.0,955,0.01049,89.07,False,A
SC0005602,1200m,製造,YC-08,30.18,51.5,0.9,120.05,122.03,1020.2,2426,0.01216,89.1,True,A
SC0005603,1000m,製造,YC-08,27.14,50.2,0.9,120.05,122.09,1020.2,323,0.01039,89.06,False,A
SC0005604,1500m,製造,YC-08,27.91,50.4,0.9,120.0,122.0,1020.0,691,0.01041,89.05,False,A
SC0005605,1200m,製造,YC-08,28.82,50.9,0.9,120.09,122.02,1020.4,1385,0.01165,89.06,False,A
SC0005606,1200m,製造,YC-08,28.58,50.7,0.9,120.0,122.01,1020.1,1204,0.01108,89.12,False,A
SC0005607,1200m,製造,YC-08,30.18,51.5,0.9,120.27,122.01,1020.2,2426,0.01216,89.13,False,A
SC0005608,1200m,製造,YC-08,28.42,50.5,0.9,120.05,122.04,1020.4,830,0.01124,89.04,False,A
SC0005609,1500m,製造,YC-08,29.18,51.0,0.9,120.0,122.11,1020.8,1662,0.01148,89.07,False,A
SC0005610,1000m,製造,YC-08,28.36,50.6,0.9,120.05,122.07,1020.2,1038,0.01134,89.05,False,A
SC0005611,500m,製造,YC-08,27.33,50.2,0.9,120.09,122.09,1020.5,344,0.01096,89.07,False,A
SC0005612,300m,製造,YC-08,28.93,50.8,0.902,120.06,122.04,1020.1,1246,0.01136,89.1,False,A
SC0005613,1200m,試作品,YC-08,27.51,50.2,0.9,120.07,122.07,1020.3,386,0.01069,89.04,False,A
SC0005614,1200m,製造,YC-08,28.21,50.5,0.9,120.21,122.21,1021.4,630,0.01069,89.06,False,A
SC0005615,1200m,製造,YC-08,27.11,50.2,0.9,120.0,122.22,1020.5,552,0.01049,89.08,False,A
SC0005616,500m,製造,YC-08,29.49,50.6,0.9,120.0,122.09,1020.3,1026,0.01193,89.04,False,A
SC0005617,1500m,製造,YC-08,27.7,50.3,0.9,120.04,122.05,1020.0,535,0.01011,89.04,False,A
SC0005618,1000m,試作品,YC-08,31.36,51.0,0.9,120.0,122.09,1020.2,1662,0.01165,89.08,False,A
SC0005619,1000m,製造,YC-08,28.93,50.9,0.9,120.27,122.01,1020.2,1385,0.01165,89.09,False,A
SC0005620,500m,製造,YC-08,27.33,50.2,0.9,120.01,122.0,1020.0,247,0.0102,89.02,True,A
SC0005621,1200m,製造,YC-08,27.22,50.2,0.901,120.0,122.27,1020.6,299,0.01042,89.05,False,A
SC0005622,1500m,試作品,YC-08,27.73,50.3,0.9,120.02,122.0,1020.0,552,0.01055,89.05,False,A
SC0005623,1200m,製造,YC-08,28.45,50.7,0.9,120.0,122.09,1020.1,1107,0.01099,89.04,True,A
SC0005624,1000m,製造,YC-08,29.27,51.1,0.9,120.03,122.01,1020.0,1732,0.01086,89.1,False,A
SC0005625,1500m,製造,YC-08,29.37,50.9,0.9,120.17,122.1,1020.8,1454,0.01173,89.27,False,A
SC0005626,1200m,製造,YC-08,27.98,50.5,0.9,120.0,122.02,1020.3,746,0.01104,89.06,False,A
SC0005627,500m,製造,YC-08,28.76,50.8,0.9,120.05,122.04,1020.2,1343,0.01213,89.05,False,A
SC0005628,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.18,1020.4,691,0.01076,89.04,False,A
SC0005629,1000m,製造,YC-08,29.38,50.8,0.9,120.02,122.01,1020.1,1301,0.01181,89.07,False,A
SC0005630,1000m,製造,YC-08,29.13,50.7,0.9,120.0,122.31,1020.6,1163,0.01115,89.06,False,A
SC0005631,1200m,製造,YC-08,28.32,51.3,0.9,120.04,122.06,1020.1,2079,0.01185,89.2,False,A
SC0005632,100m,研究所テスト,YC-08,27.95,50.4,0.9,120.02,122.01,1020.1,719,0.01071,89.05,False,A
SC0005633,1200m,製造,YC-08,28.54,51.5,0.9,120.0,122.35,1020.8,2426,0.01288,89.08,True,A
SC0005634,1200m,試作品,YC-08,27.57,50.3,0.9,120.01,122.02,1020.0,434,0.0103,89.02,False,A
SC0005635,500m,製造,YC-08,29.54,51.0,0.9,120.05,122.03,1020.1,899,0.01054,89.06,False,A
SC0005636,1500m,製造,YC-08,27.85,50.4,0.9,120.05,122.04,1020.2,646,0.01058,89.05,False,A
SC0005637,100m,研究所テスト,YC-08,29.73,51.3,0.9,120.0,122.09,1020.5,2079,0.01433,89.14,False,A
SC0005638,1500m,製造,YC-08,27.83,50.6,0.9,120.09,122.05,1020.2,1038,0.01175,89.04,True,A
SC0005639,500m,製造,YC-08,28.54,50.7,0.9,120.0,122.49,1021.3,1173,0.01151,89.06,False,A
SC0005640,1500m,製造,YC-08,,50.3,0.9,120.0,122.02,1020.1,552,0.01044,89.07,False,A
SC0005641,1200m,製造,YC-08,27.34,50.2,0.9,120.0,122.05,1020.1,275,0.01036,89.03,False,A
SC0005642,500m,製造,YC-08,28.32,50.7,0.9,120.0,122.01,1020.2,1107,0.01099,89.1,False,A
SC0005643,1000m,製造,YC-08,27.25,50.4,0.9,120.0,122.3,1020.8,691,0.01096,89.05,False,A
SC0005644,500m,製造,YC-08,28.0,50.2,0.9,120.0,122.0,1020.0,340,0.01024,89.05,False,A
SC0005645,300m,製造,YC-08,27.83,51.1,0.9,120.05,122.05,1020.2,1732,0.01189,89.05,False,A
SC0005646,1200m,製造,YC-08,29.36,51.1,0.9,120.0,122.08,1020.2,1801,0.01304,89.06,False,A
SC0005647,1200m,製造,YC-08,27.43,50.2,0.9,120.0,122.01,1020.0,325,0.01023,89.01,True,A
SC0005648,1000m,製造,YC-08,27.91,50.4,0.9,120.09,122.07,1020.1,691,0.01096,89.03,False,A
SC0005649,1200m,製造,YC-08,28.09,50.5,0.9,120.33,122.22,1020.4,830,0.01099,89.07,False,A
SC0005650,100m,研究所テスト,YC-08,30.18,51.5,0.9,120.01,122.01,1020.0,2426,0.0112,89.1,False,A
SC0005651,1000m,製造,YC-08,27.32,50.3,0.9,120.09,122.05,1020.3,497,0.01059,89.06,False,A
SC0005652,1000m,製造,YC-08,27.71,50.3,0.9,120.0,122.0,1020.0,538,0.01027,89.02,False,A
SC0005653,1200m,製造,YC-08,29.18,51.0,0.9,120.0,122.29,1020.8,1770,0.01264,89.09,False,A
SC0005654,500m,製造,YC-08,29.48,51.0,0.9,120.15,122.08,1020.2,974,0.01077,89.03,True,A
SC0005655,500m,製造,YC-08,27.45,50.2,0.9,120.01,122.01,1020.0,344,0.01017,89.03,False,A
SC0005656,1200m,製造,YC-08,29.64,51.3,0.9,120.13,122.27,1020.9,2079,0.0133,89.07,True,A
SC0005657,500m,製造,YC-08,27.54,50.6,0.9,120.0,122.02,1020.1,1038,0.01144,89.04,False,A
SC0005658,1500m,製造,YC-08,27.38,50.2,0.9,120.0,122.01,1020.2,288,0.01035,89.03,False,A
SC0005659,1200m,製造,YC-08,28.31,50.6,0.9,120.25,122.25,1020.6,996,0.01089,89.07,False,A
SC0005660,500m,製造,YC-08,29.38,51.0,0.9,120.05,122.09,1020.2,1662,0.01165,89.1,False,A
SC0005661,1500m,製造,YC-08,27.38,50.2,0.9,120.0,122.03,1020.1,288,0.01014,89.04,False,A
SC0005662,1000m,製造,YC-08,28.54,50.7,0.9,120.0,122.05,1020.0,1177,0.01093,89.05,False,A
SC0005663,300m,製造,YC-08,28.45,50.7,0.9,120.05,122.05,1020.2,1107,0.01176,89.06,False,A
SC0005664,500m,製造,YC-08,29.97,50.6,0.9,120.0,122.01,1020.2,1038,0.01247,89.06,False,A
SC0005665,1500m,試作品,YC-08,27.09,50.0,0.9,120.0,122.05,1020.0,66,0.01003,89.02,False,A
SC0005666,500m,製造,YC-08,29.13,50.8,0.9,120.11,122.07,1020.6,1246,0.01111,89.04,False,A
SC0005667,1200m,製造,YC-08,28.11,50.4,0.9,120.04,122.02,1020.0,413,0.01033,89.05,False,A
SC0005668,1000m,製造,YC-08,27.73,50.5,0.9,120.0,122.07,1020.2,830,0.01033,89.05,False,A
SC0005669,100m,研究所テスト,YC-08,29.33,51.1,0.9,120.03,122.06,1020.1,1773,0.01158,89.1,False,A
SC0005670,500m,製造,YC-08,28.93,50.9,0.9,120.09,122.11,1020.3,1468,0.01189,89.04,False,A
SC0005671,1200m,製造,YC-08,30.57,51.4,0.927,120.0,122.25,1020.8,1662,0.01264,89.07,False,A
SC0005672,1200m,製造,YC-08,28.87,50.7,0.9,120.01,122.0,1020.0,1177,0.01128,89.04,True,A
SC0005673,500m,製造,YC-08,28.27,50.6,0.9,120.47,122.09,1020.9,968,0.01115,89.08,False,A
SC0005674,1200m,製造,YC-08,29.73,51.3,0.9,120.0,122.05,1020.2,2079,0.01227,89.08,False,A
SC0005675,1000m,製造,YC-08,28.55,50.5,0.9,120.0,122.04,1020.1,830,0.01148,89.07,False,A
SC0005676,1000m,製造,YC-08,27.58,51.7,0.9,120.67,122.4,1024.1,2426,0.01385,89.29,False,A
SC0005677,1000m,製造,YC-08,27.89,50.4,0.9,120.05,122.03,1020.0,674,0.0108,89.04,False,A
SC0005678,1200m,試作品,YC-08,28.02,50.5,0.9,120.05,122.04,1020.2,774,0.01115,89.05,False,A
SC0005679,1000m,製造,YC-08,27.36,50.2,0.9,120.0,122.06,1020.6,275,0.01033,89.05,False,A
SC0005680,1500m,製造,YC-08,28.36,50.6,0.9,120.0,122.25,1020.5,1038,0.01082,89.04,False,A
SC0005681,1500m,製造,YC-08,28.54,50.7,0.9,120.0,122.46,1021.4,1177,0.0114,89.07,True,A
SC0005682,1000m,製造,YC-08,28.2,50.6,0.9,120.05,122.01,1020.3,913,0.01136,89.2,False,A
SC0005683,1200m,製造,YC-08,27.25,,0.9,120.0,122.07,1020.1,205,0.01023,89.03,False,A
SC0005684,1000m,製造,YC-08,28.82,50.9,0.9,120.16,122.32,1020.4,1385,0.01082,89.07,False,A
SC0005685,1200m,試作品,YC-08,29.66,51.2,0.9,120.03,122.07,1020.2,1910,0.01246,89.06,True,A
SC0005686,1200m,製造,YC-08,29.27,51.1,0.9,120.0,122.17,1020.5,1732,0.01223,89.06,False,A
SC0005687,1500m,製造,YC-08,28.27,50.6,0.9,120.05,122.09,1020.1,968,0.01058,89.04,False,A
SC0005688,1200m,製造,YC-08,29.18,51.0,0.9,120.0,122.26,1020.5,1662,0.01214,89.08,False,A
SC0005689,1200m,製造,YC-08,27.36,50.2,0.9,120.0,122.01,1020.0,275,0.01022,89.04,False,A
SC0005690,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.0,1020.0,830,0.01058,89.04,False,A
SC0005691,1500m,製造,YC-08,28.09,50.5,0.9,120.65,122.65,1021.6,830,0.01066,89.09,False,A
SC0005692,1500m,製造,YC-08,27.8,50.4,0.9,120.05,122.05,1020.1,608,0.01042,89.05,False,A
SC0005693,500m,製造,YC-08,28.45,50.7,0.9,120.0,122.09,1020.8,1107,0.0111,89.07,False,A
SC0005694,500m,製造,YC-08,27.14,50.1,0.9,120.0,122.0,1020.0,80,0.01004,89.05,False,A
SC0005695,1200m,製造,YC-08,27.23,50.1,0.9,120.02,122.03,1020.1,170,0.01015,89.03,False,A
SC0005696,500m,製造,YC-08,28.36,50.6,0.9,120.06,122.06,1020.1,1038,0.01072,89.05,False,A
SC0005697,1500m,研究所テスト,YC-08,28.79,50.8,0.9,120.07,122.14,1020.2,1364,0.01108,89.04,True,A
SC0005698,1000m,製造,YC-08,30.18,51.5,0.9,120.0,122.02,1020.1,2426,0.01313,89.07,False,A
SC0005699,1000m,製造,YC-08,27.73,50.3,0.9,120.12,122.05,1020.4,552,0.01077,89.07,False,A
SC0005700,1200m,試作品,YC-08,27.78,50.4,0.9,120.0,122.02,1020.1,592,0.01124,89.02,False,A
SC0005701,1000m,製造,YC-08,27.82,50.4,0.9,120.09,122.07,1020.3,621,0.01111,89.04,True,A
SC0005702,1200m,試作品,YC-08,27.33,50.6,0.9,120.0,122.04,1020.1,1038,0.01134,89.05,False,A
SC0005703,1500m,製造,YC-08,27.7,50.3,0.9,120.0,122.01,1020.0,530,0.01016,89.02,False,A
SC0005704,1000m,試作品,YC-08,27.11,50.3,0.9,120.0,122.01,1020.2,552,0.01071,89.08,False,A
SC0005705,1000m,製造,YC-08,28.45,50.7,0.9,120.03,122.04,1020.1,1107,0.01121,89.04,True,A
SC0005706,1000m,製造,YC-08,30.18,51.5,0.9,120.0,122.02,1020.5,2426,0.01313,89.08,False,A
SC0005707,1200m,製造,YC-08,27.7,50.3,0.9,120.0,122.49,1020.9,535,0.01053,89.08,False,A
SC0005708,1500m,試作品,YC-08,27.45,50.2,0.9,120.0,122.05,1020.2,344,0.01041,89.02,False,A
SC0005709,1200m,製造,YC-08,27.59,50.3,0.9,120.0,122.0,1020.0,448,0.01018,89.05,False,A
SC0005710,1500m,製造,YC-08,27.91,50.4,0.9,120.14,122.05,1020.2,691,0.01048,89.08,False,A
SC0005711,1200m,製造,YC-08,27.82,50.4,0.9,120.14,122.05,1020.1,621,0.01068,89.04,False,A
SC0005712,100m,研究所テスト,YC-08,29.51,51.5,0.9,120.0,122.09,1020.1,2426,0.0112,89.06,False,A
SC0005713,500m,製造,YC-08,29.31,50.9,0.9,120.01,122.0,1020.0,1385,0.01069,89.05,False,A
SC0005714,1200m,製造,YC-08,28.36,50.6,0.9,120.11,122.02,1020.3,1038,0.01072,89.06,False,A
SC0005715,500m,製造,YC-08,29.67,51.3,0.9,120.14,122.09,1020.2,2037,0.01202,89.07,False,A
SC0005716,1200m,製造,YC-08,27.55,50.3,0.9,120.09,122.03,1020.1,413,0.01058,89.04,False,A
SC0005717,1500m,製造,YC-08,28.82,50.9,0.9,120.0,122.0,1020.1,1385,0.01124,89.04,False,A
SC0005718,100m,研究所テスト,YC-08,27.07,50.1,0.9,120.06,122.06,1020.2,136,0.01018,89.06,False,A
SC0005719,1500m,製造,YC-08,27.38,50.2,0.9,120.0,122.17,1020.5,288,0.0104,89.03,False,A
SC0005720,1200m,製造,YC-08,27.94,50.4,0.9,120.0,122.03,1020.0,717,0.01071,89.05,False,A
SC0005721,1200m,製造,YC-08,27.27,50.1,0.9,120.0,122.01,1020.0,205,0.0101,89.02,True,A
SC0005722,500m,製造,YC-08,28.82,50.9,0.9,120.05,122.09,1020.2,1385,0.0122,89.07,False,A
SC0005723,1200m,製造,YC-08,29.0,50.6,0.9,120.0,122.07,1020.2,968,0.01087,89.1,False,A
SC0005724,1500m,製造,YC-08,27.9,50.4,0.9,120.11,122.22,1020.4,686,0.01075,89.04,False,A
SC0005725,1000m,製造,YC-08,28.15,50.4,0.9,120.0,122.0,1020.0,457,0.01055,89.02,False,A
SC0005726,1200m,製造,YC-08,28.96,50.9,0.9,120.0,122.02,1020.7,1496,0.01178,89.04,False,A
SC0005727,500m,製造,YC-08,27.73,50.3,0.9,120.05,122.03,1020.1,552,0.01033,89.02,False,A
SC0005728,100m,研究所テスト,YC-08,27.28,51.1,0.9,120.0,122.13,1021.8,1732,0.01172,89.08,False,A
SC0005729,1500m,製造,YC-08,27.91,50.4,0.9,120.0,122.05,1020.2,691,0.01076,89.05,False,A
SC0005730,500m,製造,YC-08,27.23,50.1,0.9,120.0,122.0,1020.0,170,0.0101,89.02,False,A
SC0005731,1000m,製造,YC-08,27.44,50.5,0.9,120.05,122.01,1020.1,847,0.01059,89.25,False,A
SC0005732,1000m,製造,YC-08,27.16,50.1,0.9,120.17,122.09,1020.3,136,0.01018,89.03,False,A
SC0005733,500m,製造,YC-08,28.83,50.9,0.9,120.0,122.05,1020.4,1393,0.01304,89.03,False,A
SC0005734,1200m,製造,YC-08,27.94,50.4,0.9,120.0,122.05,1020.1,413,0.01041,89.03,False,A
SC0005735,1000m,製造,YC-08,27.3,50.4,0.9,120.01,122.01,1020.1,691,0.01089,89.05,False,A
SC0005736,1200m,試作品,YC-08,28.16,50.3,0.9,120.02,122.01,1020.0,413,0.01037,89.04,False,A
SC0005737,500m,製造,YC-08,28.06,50.5,0.9,120.27,122.27,1020.7,804,0.0112,89.05,False,A
SC0005738,1500m,製造,YC-08,27.27,50.1,0.9,120.14,122.09,1020.1,205,0.01023,89.1,False,A
SC0005739,1500m,製造,YC-08,29.04,51.0,0.9,120.0,122.04,1021.3,1551,0.01169,89.19,False,A
SC0005740,1200m,試作品,YC-08,28.93,50.9,0.9,120.0,122.13,1020.1,1468,0.01102,89.04,False,A
SC0005741,500m,製造,YC-08,30.37,51.1,0.9,120.0,122.04,1020.4,1732,0.01206,89.05,False,A
SC0005742,1200m,製造,YC-08,28.82,50.9,0.9,120.0,122.05,1020.3,1385,0.01151,89.05,False,A
SC0005743,500m,製造,YC-08,27.25,50.2,0.9,120.0,122.09,1020.1,309,0.01015,89.05,False,A
SC0005744,1200m,製造,YC-08,27.24,50.1,0.9,120.0,122.05,1020.3,205,0.01012,89.09,False,A
SC0005745,100m,研究所テスト,YC-08,29.73,51.3,0.9,120.05,122.06,1020.3,2079,0.0133,89.07,False,A
SC0005746,1000m,製造,YC-08,27.85,50.2,0.9,120.09,122.04,1020.2,275,0.01038,89.06,False,A
SC0005747,300m,製造,YC-08,27.35,50.2,0.9,120.07,122.03,1020.1,1246,0.01161,89.07,False,A
SC0005748,500m,試作品,YC-08,27.13,50.3,0.9,120.14,122.09,1020.1,552,0.0106,89.1,False,A
SC0005749,300m,試作品,YC-08,28.73,50.8,0.9,120.0,122.09,1020.2,1315,0.01144,89.05,False,A
SC0005750,1500m,製造,YC-08,28.65,50.8,0.9,120.0,122.09,1020.1,1260,0.01112,89.03,False,A
SC0005751,1500m,製造,YC-08,27.91,50.4,0.9,120.0,122.09,1020.3,691,0.01082,89.12,False,A
SC0005752,1000m,試作品,YC-08,31.19,50.8,0.9,120.05,122.09,1020.3,1603,0.01231,89.04,False,A
SC0005753,1000m,製造,YC-08,28.36,50.6,0.9,120.01,122.02,1020.0,1038,0.01144,89.05,False,A
SC0005754,1200m,試作品,YC-08,27.11,50.4,0.9,120.0,122.0,1020.0,691,0.01034,89.03,True,A
SC0005755,1000m,製造,YC-08,27.95,50.4,0.901,120.04,122.02,1020.0,739,0.01108,89.03,False,A
SC0005756,1200m,製造,YC-08,28.04,50.8,0.9,120.0,122.01,1020.2,1246,0.01161,89.05,False,A
SC0005757,1500m,製造,YC-08,27.82,50.4,0.9,120.0,122.06,1020.1,621,0.01049,89.07,False,A
SC0005758,1500m,製造,YC-08,28.2,50.8,0.9,120.0,122.09,1020.2,1367,0.01122,89.06,True,A
SC0005759,1200m,試作品,YC-08,27.65,50.3,0.9,120.01,122.02,1020.0,438,0.01035,89.03,False,A
SC0005760,1200m,製造,YC-08,28.22,50.5,0.9,120.0,122.02,1020.1,729,0.01138,89.03,False,A
SC0005761,1000m,製造,YC-08,30.37,50.7,0.9,120.0,122.0,1020.0,1175,0.01082,89.03,True,A
SC0005762,1200m,試作品,YC-08,27.23,50.2,0.9,120.0,122.0,1020.0,344,0.01079,89.05,False,A
SC0005763,1500m,製造,YC-08,28.24,50.6,0.9,120.0,122.03,1020.7,1038,0.01124,89.1,False,A
SC0005764,1200m,製造,YC-08,29.41,51.1,0.9,120.0,122.0,1020.0,1836,0.01109,89.06,False,A
SC0005765,1500m,製造,YC-08,28.27,50.6,0.9,120.0,122.05,1020.1,968,0.01115,89.08,False,A
SC0005766,300m,製造,YC-08,27.19,50.4,0.9,120.0,122.01,1020.1,691,0.01082,89.07,False,A
SC0005767,300m,製造,YC-08,30.18,51.5,0.9,120.0,122.01,1020.1,2426,0.01096,89.08,False,A
SC0005768,1500m,試作品,YC-08,28.09,50.5,0.9,120.47,122.42,1021.1,830,0.01124,89.08,False,A
SC0005769,1200m,製造,YC-08,29.06,50.6,0.9,120.06,122.09,1020.2,996,0.01168,89.05,False,A
SC0005770,1200m,試作品,YC-08,28.86,51.1,0.9,120.0,122.04,1020.1,1732,0.01172,89.08,False,A
SC0005771,1200m,製造,YC-08,27.25,50.1,0.9,120.16,122.26,1020.7,1306,0.01082,89.08,False,A
SC0005772,1500m,製造,YC-08,27.44,50.2,0.9,120.0,122.08,1020.0,330,0.0101,89.05,False,A
SC0005773,1200m,製造,YC-08,27.27,50.1,0.9,120.0,122.1,1020.2,205,0.0101,89.03,False,A
SC0005774,1500m,製造,YC-08,28.09,50.5,0.9,120.0,122.01,1020.2,830,0.01124,89.15,False,A
SC0005775,500m,製造,YC-08,28.91,50.9,0.9,120.0,122.0,1020.0,1454,0.01115,89.05,False,A
SC0005776,300m,製造,YC-08,29.12,51.0,0.9,120.0,122.04,1020.0,1615,0.0108,89.05,False,A
SC0005777,1500m,製造,YC-08,27.45,50.2,0.9,120.0,122.1,1020.2,344,0.01038,89.03,False,A
SC0005778,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.09,1020.2,830,0.01099,89.05,False,A
SC0005779,1000m,製造,YC-08,28.64,50.8,0.9,120.65,122.43,1021.3,1246,0.01284,89.08,False,A
SC0005780,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.05,1020.1,830,0.01082,89.05,False,A
SC0005781,500m,製造,YC-08,27.57,50.3,0.9,120.0,122.01,1020.1,431,0.01017,89.07,False,A
SC0005782,1200m,製造,YC-08,28.12,50.5,0.9,120.0,122.25,1020.5,852,0.01068,89.06,False,A
SC0005783,1000m,製造,YC-08,27.33,50.2,0.9,120.0,122.24,1020.2,252,0.01015,89.03,False,A
SC0005784,1200m,製造,YC-08,28.09,50.5,0.9,120.09,122.05,1020.0,830,0.01033,89.04,False,A
SC0005785,1500m,製造,YC-08,27.68,50.3,0.9,120.0,122.02,1020.1,517,0.01067,89.02,False,A
SC0005786,1200m,製造,YC-08,27.4,50.2,0.9,120.33,122.16,1020.5,574,0.01056,89.08,False,A
SC0005787,1200m,製造,YC-08,27.25,50.2,0.9,120.04,122.02,1020.1,205,0.01025,89.04,False,A
SC0005788,100m,研究所テスト,YC-08,31.09,51.6,0.9,120.02,122.04,1020.1,1870,0.0126,89.07,False,A
SC0005789,1200m,製造,YC-08,27.65,50.3,0.9,120.0,122.07,1020.1,490,0.01039,89.02,False,A
SC0005790,1000m,製造,YC-08,27.11,50.1,0.9,120.01,122.01,1020.0,80,0.01003,89.02,False,A
SC0005791,1200m,製造,YC-08,27.51,50.3,0.9,120.14,122.28,1020.5,413,0.01021,89.05,False,A
