ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト,date_col,塗布材料
SC0011822,1500m,試作品,YC-08,27.91,50.4,0.9,120.0,122.03,1020.0,691,0.01076,89.05,False,2025-03-19,A
SC0011823,1500m,製造,YC-08,28.73,50.8,0.9,120.0,122.19,1020.5,1321,0.01183,89.05,False,2025-03-19,A
SC0011824,500m,製造,YC-08,28.74,50.8,0.9,120.01,122.02,1020.0,1329,0.01171,89.04,False,2025-03-19,A
SC0011825,500m,製造,YC-08,28.82,50.9,0.9,120.0,122.06,1020.1,1385,0.01165,89.1,False,2025-03-19,A
SC0011826,1500m,製造,YC-08,27.44,50.2,0.9,120.0,122.0,1020.1,330,0.01023,89.04,False,2025-03-19,A
SC0011827,1500m,製造,YC-08,27.55,50.3,0.9,120.05,122.04,1020.1,413,0.01029,89.06,False,2025-03-19,A
SC0011828,500m,製造,YC-08,27.89,50.4,0.9,120.04,122.01,1020.2,674,0.01141,89.05,False,2025-03-19,A
SC0011829,1200m,製造,YC-08,27.96,50.4,0.9,120.14,122.06,1020.2,691,0.01089,89.14,True,2025-03-19,A
SC0011830,1500m,試作品,YC-08,27.76,50.4,0.9,120.0,122.05,1020.2,580,0.01063,89.02,False,2025-03-19,A
SC0011831,500m,製造,YC-08,27.34,50.7,0.9,120.0,122.16,1020.5,1055,0.01147,89.08,False,2025-03-19,A
SC0011832,1500m,製造,YC-08,27.38,50.2,0.9,120.0,122.17,1020.5,288,0.0104,89.03,False,2025-03-19,A
SC0011833,1200m,製造,YC-08,27.54,50.3,0.9,120.0,122.0,1020.0,406,0.01041,89.03,False,2025-03-19,A
SC0011834,500m,試作品,YC-08,28.47,50.3,0.9,120.0,122.0,1020.0,497,0.01035,89.02,False,2025-03-19,A
SC0011835,1200m,製造,YC-08,28.52,50.5,0.9,120.09,122.01,1020.2,734,0.01124,89.06,False,2025-03-19,B
SC0011836,1000m,製造,YC-08,27.73,50.3,0.9,120.0,122.05,1020.1,552,0.0106,89.03,False,2025-03-19,A
SC0011837,500m,製造,YC-08,29.15,51.0,0.9,120.23,122.14,1020.4,1640,0.01179,89.05,False,2025-03-19,A
SC0011838,1200m,製造,YC-08,28.36,50.6,0.9,120.0,122.01,1020.2,1034,0.01092,89.04,False,2025-03-19,A
SC0011839,1000m,製造,YC-08,27.11,50.2,0.9,120.0,122.03,1020.1,275,0.01014,89.03,False,2025-03-19,A
SC0011840,1200m,製造,YC-08,27.52,50.9,0.9,120.0,122.09,1020.3,1454,0.01231,89.08,True,2025-03-19,B
SC0011841,1000m,製造,YC-08,27.68,50.3,0.9,120.34,122.14,1020.8,552,0.01038,89.06,False,2025-03-19,A
SC0011842,1200m,製造,YC-08,29.24,51.1,0.9,120.0,122.23,1020.8,1704,0.01203,89.08,False,2025-03-19,A
SC0011843,1500m,製造,YC-08,27.25,50.1,0.9,120.27,122.54,1021.3,184,0.01019,89.06,False,2025-03-19,A
SC0011844,1500m,製造,YC-08,28.54,50.7,0.9,120.0,122.02,1020.4,1177,0.0114,89.04,True,2025-03-19,A
SC0011845,1200m,製造,YC-08,27.53,50.2,0.9,120.0,122.69,1021.3,830,0.01049,89.08,False,2025-03-19,A
SC0011846,1500m,製造,YC-08,28.11,50.5,0.9,120.0,122.0,1020.0,847,0.01084,89.05,True,2025-03-19,B
SC0011847,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.03,1020.0,830,0.01041,89.04,False,2025-03-19,A
SC0011848,500m,製造,YC-08,27.58,50.4,0.9,120.0,122.02,1020.3,691,0.0113,89.06,False,2025-03-19,A
SC0011849,1000m,試作品,YC-08,28.23,50.3,0.9,120.05,122.09,1020.2,417,0.01058,89.05,False,2025-03-19,A
SC0011850,300m,製造,YC-08,30.18,51.5,0.9,120.0,122.73,1021.0,2426,0.01192,89.18,True,2025-03-19,B
SC0011851,1000m,製造,YC-08,29.2,50.4,0.9,120.14,122.02,1020.3,691,0.01096,89.07,False,2025-03-19,A
SC0011852,300m,製造,YC-08,28.14,50.5,0.9,120.0,122.11,1020.3,864,0.01077,89.05,True,2025-03-19,B
SC0011853,300m,試作品,YC-08,27.36,50.2,0.9,120.0,122.01,1020.0,275,0.01014,89.01,False,2025-03-19,A
SC0011854,1200m,製造,YC-08,29.0,50.9,0.9,120.0,122.05,1020.3,1524,0.01151,89.05,True,2025-03-19,B
SC0011855,500m,製造,YC-08,28.64,50.7,0.9,120.05,122.04,1020.2,1112,0.01121,89.06,False,2025-03-19,A
SC0011856,1200m,製造,YC-08,27.91,50.4,0.9,120.02,122.0,1020.0,691,0.01034,89.04,False,2025-03-19,A
SC0011857,500m,製造,YC-08,28.07,50.6,0.9,120.0,122.09,1020.2,1038,0.01093,89.07,False,2025-03-19,B
SC0011858,1000m,製造,YC-08,27.86,50.4,0.9,120.0,122.06,1020.1,702,0.01078,89.02,True,2025-03-19,B
SC0011859,1200m,製造,YC-08,28.36,50.6,0.9,120.0,122.03,1020.2,1038,0.01144,89.03,False,2025-03-19,A
SC0011860,1200m,製造,YC-08,27.28,50.4,0.9,120.0,122.04,1020.1,639,0.01044,89.04,True,2025-03-19,A
SC0011861,1500m,製造,YC-08,27.65,50.3,0.9,120.0,122.01,1020.0,495,0.01099,89.06,False,2025-03-19,A
SC0011862,1000m,試作品,YC-08,27.17,50.4,0.9,120.0,122.01,1020.0,691,0.01027,89.02,False,2025-03-19,A
SC0011863,1500m,製造,YC-08,28.54,50.4,0.9,120.0,122.0,1020.1,691,0.01089,89.05,False,2025-03-19,A
SC0011864,1000m,製造,YC-08,28.36,50.6,0.9,120.32,122.04,1020.6,1038,0.01062,89.04,False,2025-03-19,A
SC0011865,1000m,製造,YC-08,28.57,50.3,0.9,120.0,122.01,1020.4,538,0.01086,89.04,True,2025-03-19,B
SC0011866,1000m,製造,YC-08,28.49,50.7,0.9,120.0,122.03,1020.1,1137,0.01158,89.03,False,2025-03-19,A
SC0011867,1200m,製造,YC-08,27.36,50.2,0.9,120.0,122.2,1020.7,349,0.01027,89.08,False,2025-03-19,A
SC0011868,1200m,製造,YC-08,31.88,50.9,0.9,120.57,122.19,1020.8,1496,0.01178,89.09,False,2025-03-19,A
SC0011869,1000m,製造,YC-08,27.7,50.3,0.9,120.0,122.01,1020.0,535,0.01011,89.02,False,2025-03-19,A
SC0011870,1500m,製造,YC-08,27.45,50.2,0.9,120.0,122.02,1020.0,344,0.01017,89.04,False,2025-03-19,A
SC0011871,1000m,製造,YC-08,29.18,51.0,0.9,120.05,122.05,1020.1,1967,0.01132,89.09,False,2025-03-19,A
SC0011872,1500m,製造,YC-08,27.64,50.7,0.9,120.08,122.17,1020.2,1142,0.01045,89.04,True,2025-03-19,A
SC0011873,1200m,製造,YC-08,27.33,50.2,0.9,120.06,122.02,1020.1,252,0.01018,89.03,False,2025-03-19,A
SC0011874,500m,製造,YC-08,29.73,50.7,0.9,120.0,122.07,1020.1,1055,0.01073,89.19,True,2025-03-19,B
SC0011875,300m,製造,YC-08,29.73,51.3,0.9,120.0,122.05,1020.1,2079,0.01288,89.11,True,2025-03-19,B
SC0011876,1000m,製造,YC-08,27.19,50.1,0.9,120.14,122.01,1020.1,143,0.01022,89.03,False,2025-03-19,A
SC0011877,500m,製造,YC-08,28.64,50.8,0.9,120.0,122.21,1020.3,1246,0.01074,89.07,False,2025-03-19,A
SC0011878,1200m,製造,YC-08,28.01,50.5,0.9,120.0,122.02,1020.0,767,0.01061,89.03,False,2025-03-19,A
SC0011879,1200m,製造,YC-08,27.09,50.0,0.9,120.41,122.41,1021.4,219,0.01033,89.06,False,2025-03-19,A
SC0011880,1500m,製造,YC-08,27.25,50.1,0.9,120.14,122.05,1020.1,191,0.01017,89.01,True,2025-03-19,B
SC0011881,1500m,製造,YC-08,28.82,50.9,0.9,120.0,122.14,1020.6,1385,0.01124,89.13,False,2025-03-19,A
SC0011882,1200m,製造,YC-08,27.85,50.4,0.9,120.0,122.05,1020.2,663,0.01059,89.13,False,2025-03-19,A
SC0011883,1000m,製造,YC-08,28.14,50.5,0.9,120.01,122.01,1020.0,734,0.01102,89.03,False,2025-03-19,A
SC0011884,1000m,製造,YC-08,27.68,50.4,0.9,120.0,122.09,1020.1,587,0.01053,89.06,False,2025-03-19,A
SC0011885,500m,製造,YC-08,28.43,50.6,0.9,120.01,122.01,1020.0,691,0.01041,89.04,False,2025-03-19,A
SC0011886,500m,製造,YC-08,27.09,50.1,0.9,120.16,122.13,1020.9,148,0.01019,89.05,False,2025-03-19,A
SC0011887,500m,製造,YC-08,27.35,50.2,0.9,120.0,122.0,1020.0,262,0.01032,89.02,False,2025-03-19,A
SC0011888,1000m,製造,YC-08,29.07,50.7,0.9,120.0,122.44,1021.5,1107,0.01264,89.09,False,2025-03-19,A
SC0011889,1200m,製造,YC-08,27.65,50.3,0.9,120.63,122.29,1020.8,497,0.01059,89.1,False,2025-03-19,A
SC0011890,500m,製造,YC-08,27.86,50.3,0.9,120.15,122.12,1020.9,552,0.01049,89.05,True,2025-03-19,B
SC0011891,1200m,製造,YC-08,29.11,50.8,0.9,120.33,122.2,1020.8,1662,0.01231,89.07,False,2025-03-19,A
SC0011892,1200m,製造,YC-08,28.16,50.5,0.9,120.1,122.21,1020.4,663,0.01053,89.05,False,2025-03-19,A
SC0011893,500m,製造,YC-08,29.27,51.1,0.9,120.0,122.07,1021.4,1732,0.0124,89.08,False,2025-03-19,A
SC0011894,1200m,製造,YC-08,28.73,50.8,0.9,120.0,122.06,1020.1,1321,0.01092,89.05,False,2025-03-19,A
SC0011895,1500m,製造,YC-08,28.29,50.4,0.9,120.0,122.05,1020.2,691,0.01076,89.03,False,2025-03-19,A
SC0011896,1200m,製造,YC-08,28.45,50.7,0.9,120.0,122.09,1020.2,1107,0.01066,89.05,False,2025-03-19,A
SC0011897,500m,製造,YC-08,28.51,50.6,0.9,120.0,122.0,1020.0,592,0.01035,89.04,False,2025-03-19,A
SC0011898,1200m,製造,YC-08,30.26,50.7,0.9,120.0,122.13,1020.3,1107,0.01132,89.05,False,2025-03-19,A
SC0011899,1200m,製造,YC-08,27.37,50.1,0.9,120.01,122.01,1020.0,1038,0.01082,89.06,False,2025-03-19,A
SC0011900,1500m,製造,YC-08,28.32,,0.9,120.26,122.37,1020.8,2217,0.01198,89.16,True,2025-03-19,A
SC0011901,500m,製造,YC-08,27.3,50.8,0.9,120.0,122.02,1020.3,1246,0.01247,89.06,True,2025-03-19,B
SC0011902,500m,製造,YC-08,28.44,50.8,0.9,120.08,122.16,1020.2,1246,0.01074,89.05,False,2025-03-19,A
SC0011903,1000m,製造,YC-08,27.72,50.4,0.9,120.0,122.03,1020.2,691,0.01069,89.03,False,2025-03-19,A
SC0011904,1200m,製造,YC-08,29.22,51.0,0.9,120.0,122.02,1020.4,1688,0.01084,89.05,False,2025-03-19,A
SC0011905,500m,製造,YC-08,28.36,50.6,0.9,120.06,122.06,1020.1,1038,0.01072,89.05,False,2025-03-19,A
SC0011906,1500m,製造,YC-08,28.2,50.6,0.9,120.0,122.0,1020.0,1038,0.01031,89.14,False,2025-03-19,A
SC0011907,1000m,製造,YC-08,27.45,50.2,0.9,120.01,122.0,1020.0,344,0.01014,89.02,False,2025-03-19,A
SC0011908,500m,製造,YC-08,28.93,50.9,0.9,120.09,122.11,1020.3,1468,0.01189,89.04,True,2025-03-19,B
SC0011909,1000m,製造,YC-08,27.71,50.3,0.9,120.0,122.0,1020.0,538,0.01027,89.02,False,2025-03-19,A
SC0011910,1200m,製造,YC-08,27.9,50.4,0.9,120.0,122.02,1020.0,680,0.01068,89.04,False,2025-03-19,A
SC0011911,1200m,製造,YC-08,27.12,50.6,0.9,120.0,122.03,1020.1,968,0.01144,89.06,False,2025-03-19,A
SC0011912,1200m,製造,YC-08,27.37,50.2,0.9,120.0,122.05,1020.2,276,0.01025,89.01,False,2025-03-19,A
SC0011913,1500m,製造,YC-08,27.11,50.3,0.9,120.02,122.01,1020.0,552,0.01044,89.04,False,2025-03-19,A
SC0011914,500m,製造,YC-08,27.33,50.2,0.9,120.05,122.08,1020.1,239,0.01022,89.03,True,2025-03-19,A
SC0011915,1200m,製造,YC-08,28.31,50.6,0.9,120.0,122.06,1020.2,996,0.01109,89.04,False,2025-03-19,A
SC0011916,1200m,製造,YC-08,27.89,50.4,0.9,120.0,122.03,1020.2,674,0.01067,89.02,False,2025-03-19,A
SC0011917,1200m,製造,YC-08,28.73,50.6,0.9,120.08,122.02,1020.2,1038,0.01072,89.04,False,2025-03-19,A
SC0011918,1000m,製造,YC-08,28.41,50.7,0.9,120.03,122.01,1020.1,1072,0.01117,89.03,False,2025-03-19,A
SC0011919,1200m,製造,YC-08,28.18,50.6,0.9,120.0,122.06,1020.7,899,0.01161,89.05,False,2025-03-19,A
SC0011920,1200m,製造,YC-08,28.05,50.5,0.9,120.0,122.0,1020.0,795,0.01024,89.03,False,2025-03-19,A
SC0011921,1200m,製造,YC-08,28.5,50.5,0.9,120.0,122.09,1020.2,767,0.01114,89.06,True,2025-03-19,B
SC0011922,1200m,製造,YC-08,27.44,50.2,0.9,120.24,122.1,1020.2,330,0.0103,89.1,False,2025-03-19,A
SC0011923,1000m,製造,YC-08,28.72,50.8,0.9,120.0,122.27,1020.5,1308,0.01143,89.06,False,2025-03-19,A
SC0011924,1500m,製造,YC-08,27.82,50.4,0.9,120.0,122.26,1020.7,621,0.01068,89.08,False,2025-03-19,A
SC0011925,1000m,製造,YC-08,29.18,50.8,0.9,120.0,122.01,1020.1,830,0.01099,89.04,False,2025-03-19,A
SC0011926,1000m,製造,YC-08,28.66,50.8,0.9,120.13,122.13,1020.4,1263,0.01113,89.03,False,2025-03-19,A
SC0011927,1000m,製造,YC-08,28.86,50.4,0.9,120.02,122.01,1020.1,621,0.01087,89.04,False,2025-03-19,A
SC0011928,1000m,製造,YC-08,27.79,50.7,0.9,120.03,122.01,1020.2,1107,0.0111,89.06,True,2025-03-19,B
SC0011929,300m,製造,YC-08,31.38,51.3,0.9,120.1,122.2,1020.7,2079,0.01247,89.09,False,2025-03-19,A
SC0011930,500m,製造,YC-08,27.69,50.4,0.9,120.0,122.19,1020.4,691,0.01089,89.07,False,2025-03-19,A
SC0011931,1200m,製造,YC-08,28.93,51.1,0.9,120.07,122.03,1020.2,1732,0.01258,89.1,True,2025-03-19,A
SC0011932,500m,製造,YC-08,28.07,50.4,0.9,120.0,122.43,1021.2,1579,0.01219,89.05,True,2025-03-19,A
SC0011933,1200m,製造,YC-08,27.55,50.3,0.9,120.09,122.19,1020.2,413,0.01033,89.05,False,2025-03-19,A
SC0011934,1500m,製造,YC-08,27.11,50.1,0.9,120.0,122.01,1020.0,80,0.01014,89.01,False,2025-03-19,A
SC0011935,1200m,製造,YC-08,29.38,50.8,0.9,120.1,122.03,1020.2,1246,0.0121,89.07,False,2025-03-19,A
SC0011936,300m,製造,YC-08,28.82,50.9,0.9,120.0,122.04,1020.2,1385,0.01179,89.06,False,2025-03-19,A
SC0011937,500m,製造,YC-08,27.5,50.2,0.9,120.0,122.64,1022.6,1385,0.01234,89.1,False,2025-03-19,A
SC0011938,1000m,製造,YC-08,27.83,50.4,0.9,120.02,122.04,1020.1,691,0.01158,89.05,False,2025-03-19,A
SC0011939,1000m,製造,YC-08,27.2,50.1,0.9,120.0,122.01,1020.0,146,0.01005,89.03,False,2025-03-19,B
SC0011940,1200m,製造,YC-08,28.34,50.6,0.9,120.05,122.01,1020.2,1020,0.01081,89.05,False,2025-03-19,A
SC0011941,1500m,製造,YC-08,28.1,50.4,0.9,120.0,122.03,1020.5,691,0.01062,89.1,False,2025-03-19,A
SC0011942,1200m,製造,YC-08,27.32,50.2,0.9,120.05,122.05,1020.0,243,0.01007,89.02,False,2025-03-19,A
SC0011943,1000m,製造,YC-08,27.17,50.2,0.9,120.0,122.01,1020.2,330,0.01026,89.03,False,2025-03-19,A
SC0011944,1500m,製造,YC-08,27.64,50.3,0.9,120.0,122.12,1020.2,483,0.01019,89.04,False,2025-03-19,A
SC0011945,1200m,製造,YC-08,28.33,50.6,0.9,120.0,122.06,1020.1,1010,0.0105,89.05,True,2025-03-19,B
SC0011946,1200m,製造,YC-08,27.73,50.3,0.9,120.0,122.02,1020.1,552,0.01038,89.07,False,2025-03-19,A
SC0011947,1000m,製造,YC-08,28.08,50.5,0.9,120.14,122.01,1020.1,819,0.01081,89.02,True,2025-03-19,A
SC0011948,1500m,製造,YC-08,28.51,51.1,0.9,120.0,122.09,1020.2,1732,0.01189,89.08,False,2025-03-19,A
SC0011949,1200m,製造,YC-08,27.12,50.2,0.9,120.0,122.15,1020.5,413,0.01066,89.08,False,2025-03-19,A
SC0011950,300m,製造,YC-08,29.41,51.1,0.9,120.14,122.09,1020.4,1732,0.01223,89.07,False,2025-03-19,A
SC0011951,1000m,製造,YC-08,30.18,51.5,0.9,120.0,122.35,1021.1,2426,0.01288,89.11,False,2025-03-19,A
SC0011952,500m,製造,YC-08,27.91,50.4,0.9,120.07,122.11,1020.1,691,0.01041,89.06,False,2025-03-19,A
SC0011953,1200m,製造,YC-08,28.05,50.2,0.9,120.0,122.21,1020.3,344,0.01038,89.05,True,2025-03-19,B
SC0011954,1200m,製造,YC-08,28.27,50.6,0.9,120.0,122.02,1020.3,968,0.01077,89.03,True,2025-03-19,B
SC0011955,1500m,製造,YC-08,29.18,51.0,0.9,120.0,122.51,1021.1,1662,0.01198,89.72,False,2025-03-19,A
SC0011956,1200m,製造,YC-08,27.36,50.2,0.9,120.14,122.05,1020.3,275,0.01055,89.12,False,2025-03-19,A
SC0011957,1200m,製造,YC-08,27.58,50.3,0.9,120.14,122.09,1020.1,441,0.01044,89.05,False,2025-03-19,A
SC0011958,500m,製造,YC-08,29.22,51.0,0.9,120.15,122.29,1020.4,1695,0.01134,89.06,True,2025-03-19,B
SC0011959,100m,研究所テスト,YC-08,28.82,50.9,0.9,120.0,122.24,1020.5,1385,0.01137,89.08,False,2025-03-19,B
SC0011960,1000m,製造,YC-08,27.88,50.3,0.9,120.0,122.07,1020.8,760,0.01091,89.04,False,2025-03-19,A
SC0011961,1000m,製造,YC-08,29.15,50.8,0.9,120.02,122.04,1020.1,1385,0.0111,89.06,False,2025-03-19,A
SC0011962,1200m,製造,YC-08,27.45,50.2,0.9,120.14,122.05,1020.1,344,0.01027,89.08,False,2025-03-19,A
SC0011963,1000m,製造,YC-08,28.82,50.9,0.9,120.05,122.02,1020.1,1385,0.01124,89.04,False,2025-03-19,A
SC0011964,1000m,製造,YC-08,29.55,51.2,0.9,120.0,122.01,1020.0,1947,0.01154,89.05,True,2025-03-19,A
SC0011965,1200m,製造,YC-08,27.91,50.4,0.9,120.08,122.08,1020.2,691,0.01137,89.05,True,2025-03-19,A
SC0011966,300m,製造,YC-08,28.78,50.7,0.9,120.02,122.02,1020.1,1496,0.01119,89.05,False,2025-03-19,A
SC0011967,1200m,製造,YC-08,27.87,50.4,0.9,120.0,122.09,1020.1,663,0.01053,89.03,False,2025-03-19,A
SC0011968,1200m,製造,YC-08,28.08,50.5,0.901,120.0,122.03,1020.9,968,0.01115,89.27,False,2025-03-19,B
SC0011969,1000m,製造,YC-08,29.29,50.5,0.9,120.05,122.06,1020.2,776,0.01108,89.03,False,2025-03-19,A
SC0011970,1200m,製造,YC-08,29.37,50.6,0.9,120.03,122.04,1020.1,915,0.011,89.04,True,2025-03-19,B
SC0011971,1200m,製造,YC-08,27.23,50.1,0.9,120.0,122.18,1020.4,170,0.01017,89.05,False,2025-03-19,A
SC0011972,1200m,製造,YC-08,27.44,50.2,0.9,120.0,122.01,1020.0,330,0.0103,89.04,True,2025-03-19,B
SC0011973,1500m,製造,YC-08,29.0,50.9,0.9,120.0,122.16,1020.5,1524,0.01166,89.05,True,2025-03-19,A
SC0011974,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.2,691,0.01048,89.03,False,2025-03-19,A
SC0011975,1000m,製造,YC-08,27.43,50.3,0.9,120.0,122.09,1020.1,413,0.01041,89.04,False,2025-03-19,A
SC0011976,500m,製造,YC-08,27.27,50.1,0.9,120.01,122.01,1020.0,205,0.01021,89.04,False,2025-03-19,B
SC0011977,1200m,製造,YC-08,27.97,50.2,0.9,120.0,122.01,1020.0,379,0.01026,89.02,False,2025-03-19,A
SC0011978,1000m,製造,YC-08,28.64,50.8,0.9,120.18,122.04,1020.5,1501,0.01124,89.06,True,2025-03-19,B
SC0011979,1500m,製造,YC-08,29.03,50.9,0.9,120.0,122.37,1021.0,1376,0.01137,89.05,False,2025-03-19,A
SC0011980,500m,製造,YC-08,27.75,50.5,0.9,120.25,122.17,1020.4,370,0.01044,89.03,True,2025-03-19,A
SC0011981,1500m,製造,YC-08,28.82,50.9,0.9,120.0,122.09,1020.2,1385,0.01192,89.08,False,2025-03-19,A
SC0011982,1200m,製造,YC-08,28.57,50.7,0.9,120.0,122.02,1020.0,1199,0.01119,89.04,False,2025-03-19,A
SC0011983,1000m,製造,YC-08,27.91,50.4,0.9,120.05,122.05,1020.1,691,0.01055,89.04,True,2025-03-19,A
SC0011984,1200m,製造,YC-08,29.09,50.8,0.9,120.0,122.04,1020.1,1350,0.01121,89.08,True,2025-03-19,B
SC0011985,1200m,試作品,YC-08,27.7,50.4,0.9,120.0,122.02,1020.1,648,0.01064,89.03,False,2025-03-19,A
SC0011986,500m,製造,YC-08,28.43,50.6,0.9,120.03,122.01,1020.2,484,0.01077,89.03,False,2025-03-19,A
SC0011987,1200m,試作品,YC-08,28.67,50.3,0.9,120.01,122.0,1020.0,552,0.01033,89.35,False,2025-03-19,A
SC0011988,500m,製造,YC-08,28.84,50.9,0.9,120.05,122.06,1020.2,1402,0.01195,89.03,False,2025-03-19,A
SC0011989,1200m,製造,YC-08,28.23,50.6,0.9,120.0,122.02,1020.2,934,0.01093,89.05,False,2025-03-19,A
SC0011990,500m,製造,YC-08,28.82,50.9,0.9,120.0,122.08,1020.2,1385,0.0122,89.06,False,2025-03-19,A
SC0011991,1200m,製造,YC-08,27.33,51.2,0.9,120.0,122.05,1020.2,1385,0.01179,89.08,True,2025-03-19,B
SC0011992,1500m,製造,YC-08,27.05,50.0,0.9,120.0,122.6,1021.4,205,0.01033,89.06,False,2025-03-19,A
SC0011993,1000m,製造,YC-08,27.74,50.4,0.9,120.04,122.01,1020.0,691,0.01055,89.04,False,2025-03-19,A
SC0011994,1000m,製造,YC-08,28.93,50.9,0.9,120.0,122.15,1020.5,1721,0.01248,89.05,False,2025-03-19,A
SC0011995,1500m,製造,YC-08,28.15,50.4,0.9,120.15,122.03,1020.6,1107,0.01099,89.07,False,2025-03-19,A
SC0011996,1000m,製造,YC-08,28.82,50.9,0.9,120.0,122.09,1020.2,1385,0.01192,89.05,False,2025-03-19,A
SC0011997,500m,試作品,YC-08,28.32,50.6,0.9,120.12,122.01,1020.2,899,0.01205,89.04,False,2025-03-19,A
SC0011998,1200m,製造,YC-08,27.2,50.2,0.9,120.12,122.02,1020.3,448,0.0104,89.11,False,2025-03-19,A
SC0011999,1500m,製造,YC-08,29.54,51.2,0.9,120.0,122.07,1020.4,1940,0.01192,89.07,False,2025-03-19,A
SC0012000,1200m,製造,YC-08,28.28,50.6,0.9,120.0,122.13,1020.2,974,0.01087,89.03,False,2025-03-20,A
SC0012001,1200m,製造,YC-08,28.91,50.9,0.9,120.0,122.01,1020.1,1454,0.0113,89.13,False,2025-03-20,A
SC0012002,1000m,製造,YC-08,28.73,50.4,0.9,120.0,122.03,1020.1,691,0.01076,89.03,False,2025-03-20,A
SC0012003,500m,製造,YC-08,28.91,50.9,0.9,120.14,122.01,1020.3,1454,0.0126,89.11,False,2025-03-20,A
SC0012004,1200m,製造,YC-08,27.37,50.2,0.9,120.0,122.04,1020.1,330,0.01046,89.03,False,2025-03-20,A
SC0012005,1000m,製造,YC-08,28.27,50.4,0.9,120.58,122.04,1021.3,691,0.01082,89.04,False,2025-03-20,A
SC0012006,1200m,製造,YC-08,27.35,50.2,0.9,120.05,122.01,1020.1,262,0.01016,89.02,False,2025-03-20,A
SC0012007,1000m,製造,YC-08,27.93,50.4,0.902,120.0,122.24,1021.3,705,0.01133,89.07,False,2025-03-20,A
SC0012008,1200m,製造,YC-08,28.36,50.6,0.9,120.0,122.09,1020.3,1038,0.01216,89.06,False,2025-03-20,A
SC0012009,1200m,製造,YC-08,27.4,50.2,0.9,120.09,122.13,1020.4,552,0.01071,89.05,True,2025-03-20,A
SC0012010,1200m,製造,YC-08,27.39,50.6,0.9,120.01,122.0,1020.0,899,0.01143,89.03,False,2025-03-20,A
SC0012011,1500m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.1,691,0.01082,89.02,True,2025-03-20,A
SC0012012,1000m,製造,YC-08,28.64,50.8,0.9,120.0,122.25,1020.4,1246,0.01111,89.06,False,2025-03-20,A
SC0012013,1000m,製造,YC-08,29.47,51.0,0.9,120.0,122.0,1020.0,1107,0.01099,89.04,False,2025-03-20,A
SC0012014,1000m,製造,YC-08,27.89,50.3,0.9,120.06,122.12,1020.3,542,0.01049,89.05,False,2025-03-20,A
SC0012015,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.0,691,0.01055,89.03,False,2025-03-20,A
SC0012016,1200m,研究所テスト,YC-08,30.18,51.5,0.9,120.14,122.05,1020.3,2426,0.01457,89.11,True,2025-03-20,A
SC0012017,1000m,製造,YC-08,28.32,50.6,0.9,120.05,122.01,1020.0,1003,0.0104,89.02,True,2025-03-20,A
SC0012018,1000m,製造,YC-08,27.64,50.3,0.9,120.0,122.02,1020.0,483,0.01029,89.05,False,2025-03-20,A
SC0012019,1000m,製造,YC-08,27.87,50.4,0.9,120.05,122.01,1020.1,663,0.01046,89.03,True,2025-03-20,A
SC0012020,1000m,製造,YC-08,28.29,50.5,0.9,120.05,122.01,1020.0,878,0.0107,89.03,False,2025-03-20,A
SC0012021,300m,製造,YC-08,27.15,51.2,0.9,120.09,122.08,1020.3,1940,0.01481,89.13,False,2025-03-20,A
SC0012022,1000m,製造,YC-08,29.27,51.1,0.9,120.0,122.07,1020.7,650,0.01292,89.02,True,2025-03-20,B
SC0012023,1200m,製造,YC-08,29.09,51.0,0.9,120.23,122.02,1020.4,1593,0.01253,89.13,False,2025-03-20,A
SC0012024,1200m,製造,YC-08,27.23,50.3,0.9,120.0,122.07,1020.1,503,0.01029,89.07,False,2025-03-20,A
SC0012025,1500m,製造,YC-08,28.74,50.8,0.9,120.0,122.25,1021.0,1324,0.01118,89.07,False,2025-03-20,A
SC0012026,1200m,製造,YC-08,27.07,50.1,0.9,120.0,122.24,1020.4,200,0.01018,89.04,False,2025-03-20,A
SC0012027,1200m,製造,YC-08,27.26,50.1,0.9,120.0,122.0,1020.0,195,0.01014,89.01,False,2025-03-20,A
SC0012028,1000m,製造,YC-08,27.11,50.1,0.9,120.05,122.02,1020.3,80,0.01011,89.05,True,2025-03-20,B
SC0012029,1000m,製造,YC-08,28.55,50.7,0.9,120.0,122.14,1020.4,1180,0.01105,89.04,True,2025-03-20,B
SC0012030,300m,製造,YC-08,29.73,51.3,0.9,120.13,122.03,1020.4,2079,0.01247,89.12,False,2025-03-20,A
SC0012031,1200m,試作品,YC-08,28.17,50.6,0.9,120.01,122.01,1020.0,890,0.01106,89.04,False,2025-03-20,A
SC0012032,300m,製造,YC-08,27.55,50.2,0.9,120.0,122.0,1020.0,353,0.01007,89.03,False,2025-03-20,A
SC0012033,1500m,製造,YC-08,28.27,50.6,0.9,120.23,122.23,1020.4,968,0.01144,89.04,True,2025-03-20,A
